id,app_version,year,manufacturer,user_agent
12969c91-0dfa-4e2c-9a07-432af58aab48,9.4.1,2011,Skynoodle,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2"
147246b4-dba9-4282-8ea9-d0a12368ccbe,1.26,1992,Innojam,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.8 (KHTML, like Gecko) Chrome/17.0.940.0 Safari/535.8"
e6c8726a-486b-4811-9cb7-898a28ef4784,0.1.7,2001,Mymm,"Mozilla/5.0 (X11; CrOS i686 4319.74.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36"
0b480bbc-0570-4d63-87e3-32b913b66fe0,3.0.2,1985,Myworks,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.21 (KHTML, like Gecko) Chrome/11.0.678.0 Safari/534.21"
0e8b7177-301f-4e08-b6a3-50c6be790cb7,4.46,2007,Demizz,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.1 Safari/537.36"
17216557-7241-4027-8334-5cd07ccc245e,0.79,1995,InnoZ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3"
50a78cae-169f-4eb6-84dc-a8b533340eb9,0.24,2001,Centidel,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.809.0 Safari/535.1"
fbc1dd55-3875-4f32-aa6d-319096fa99c8,0.95,2008,Quinu,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30"
2ae9c7ec-1ab7-4558-b697-edcf5aed4a9b,0.79,1998,Oyoloo,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
d8daeda7-f50c-48db-b731-e4721cc914ef,6.8,1999,Trilith,Mozilla/5.0 (Windows NT 6.1; rv:22.0) Gecko/20130405 Firefox/22.0
a94b1cf8-6a13-4a74-9329-6cac65de1229,7.1,2010,Photobug,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.2117.157 Safari/537.36"
d4803449-ad1e-4f4c-a8d5-1a396b9eaec7,1.78,1997,Skippad,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.18 (KHTML, like Gecko) Chrome/11.0.661.0 Safari/534.18"
3848fe26-72b2-46bc-a18a-cc8162205a0b,3.30,1992,Miboo,"Mozilla/5.0 (Windows; U; Windows NT 6.1; de-DE) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
b0573c32-e987-4cab-b4d2-8f0604b7f152,6.14,1994,Fliptune,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; sv-se) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
56c7547c-4c23-41a0-b4ea-8d305ddb3c28,0.5.0,1993,Centizu,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.815.0 Safari/535.1"
df2d4cce-0e2d-4a00-86ae-185cb6bff62c,0.9.4,2008,Meejo,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_4; en-us) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2"
4db7b88c-a24d-427a-9652-1e91f3ff4a09,7.15,2007,Thoughtworks,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0; en-US) AppleWebKit/534.21 (KHTML, like Gecko) Chrome/11.0.678.0 Safari/534.21"
5c3433fd-e24b-495d-abbc-2a425c6138d3,0.3.3,1995,Brainlounge,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3"
b252656a-56ac-4533-90b9-514e14d6113b,0.16,2001,Gigazoom,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.834.0 Safari/535.1"
83c2f974-2b8c-4d6b-ba5b-05ab07e00c77,1.9,2011,Edgewire,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
8eb4097e-6a0e-45ec-a70f-4d9f801b4763,2.7,1991,Plambee,Mozilla/5.0 (Windows NT 6.1; rv:27.3) Gecko/20130101 Firefox/27.3
b46d7c8c-e575-43dd-9728-c8a6c9cc7f39,8.8.9,1996,Abata,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36"
a2eccdf1-5ba7-43e6-90ea-7341afb94032,2.2.9,1995,Kamba,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30"
b946d58c-f6d3-4da2-aff1-95782260639a,0.10,2008,Fivespan,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.21 (KHTML, like Gecko) Chrome/19.0.1042.0 Safari/535.21"
0f314993-d5eb-4c45-a77d-92573efd111f,6.0,1993,Trudoo,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1"
76dead29-9b9d-46ab-9148-fbaa5a8b186d,4.8.6,2003,Roodel,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
dae33888-43d5-4566-8286-cea54abc7811,0.39,2002,Snaptags,Mozilla/5.0 (Windows NT 6.2; rv:9.0.1) Gecko/20100101 Firefox/9.0.1
6485da3d-c5dd-4afc-9622-8ace3f7a44e7,0.69,1997,BlogXS,"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/11.0.652.0 Safari/534.17"
095a30bd-4235-4dea-85e7-ac13e2c749ea,1.4,1987,Gigabox,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; zh-cn) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
85daa4a7-f78c-4570-96df-640cf52eda01,5.9,2001,Skipstorm,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0
dadc4e89-fab5-4306-be84-4ceffcc969fe,0.96,2003,Mynte,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; nb-no) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5"
0d6dfa8f-c323-4e5e-ae5a-06948024cb5b,1.56,2006,Reallinks,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.700.3 Safari/534.24"
e1249a4f-a503-4b62-b4f0-ed4616d840a1,0.8.3,1997,Mynte,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.811.0 Safari/535.1"
9c747b17-119c-4ff3-a6cb-c0b2687c3afe,2.34,1996,Photobug,Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20120716 Firefox/15.0a2
23f44e75-3b97-412e-b75c-5db4143ebc49,0.9.6,1989,Flashpoint,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.801.0 Safari/535.1"
dc87849b-7df4-493b-b26f-c6bd54b82c1d,9.0,2010,Gabtype,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
97f25d7a-8fd5-4b62-8d38-2d3c8ff168da,3.60,2011,Lazz,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; ru-ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5"
e0225c65-f283-46cd-91f2-75178a840e5a,8.70,2011,Plajo,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.697.0 Safari/534.24"
759de019-49ae-49cc-aa9b-7a6eb4c741b2,0.16,2009,Skippad,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; da-dk) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
b7631d35-8e58-4dae-9e69-23ae03a5f902,0.6.8,2007,Rooxo,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.2117.157 Safari/537.36"
17475da9-96e1-4f45-a5f8-8b7fce55de79,0.7.3,1995,Oyope,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.21 (KHTML, like Gecko) Chrome/11.0.678.0 Safari/534.21"
e013d746-df3b-4a4a-89db-2eac6b74d5ef,7.0.6,2009,Meetz,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; fr-ch) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
2dbe9516-6864-44f8-b989-16b657250eaa,0.34,2008,Skivee,"Mozilla/5.0 (X11; U; Linux armv7l; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
220315a8-23de-44bb-9049-598b61b15e46,7.59,1988,Izio,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20130331 Firefox/21.0
0c308e86-e4d7-44dd-acce-7d59a8e68c72,0.32,1992,JumpXS,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/10.10 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11"
1bbbc593-0283-4caa-9581-ca24cb99ee6a,2.13,2001,Reallinks,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
d67e2fe1-1a55-455d-bfe4-c33a1529424b,2.9.7,1997,Feedmix,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/12.0.702.0 Safari/534.24"
1b19d6e2-815e-4bb6-962d-a0acf9181650,9.56,2009,Realpoint,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0
362e40b4-2473-456c-981e-0d760073741c,9.4.5,1997,Flashdog,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.1 Safari/537.36"
0a31f7ad-659d-487b-8adf-cb8e3f0224ed,2.71,1994,Cogibox,"Mozilla/5.0 (X11; CrOS i686 2268.111.0) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11"
a858feca-9c17-4764-8761-b250642c5ac0,0.13,2008,Eayo,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
91e42bbb-745a-4851-ab27-a9f30b11e867,3.9,1993,Yadel,Mozilla/5.0 (compatible; Windows; U; Windows NT 6.2; WOW64; en-US; rv:12.0) Gecko/20120403211507 Firefox/12.0
3984f493-fe21-401c-ad04-6b07f3b5022b,0.3.9,2010,Oyoyo,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0
28cd5db6-4ba9-47b9-be65-18b12ef553a4,3.93,2000,Oyondu,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
26b6c332-ae06-43ab-8747-f515a028feda,0.9.1,2009,Babbleblab,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20120405 Firefox/14.0a1
08abdd63-60f9-4a2a-b792-73abc47f22c5,6.83,2009,Oozz,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/11.0.672.2 Safari/534.20"
48ac4774-fdbf-4937-8743-8a08600bab20,1.7.5,2012,Nlounge,"Mozilla/5.0 (Windows; U; Windows NT 6.1; ja-JP) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
bd371313-f4ac-4fa7-9682-2a915a1db923,2.74,2009,Fadeo,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20120405 Firefox/14.0a1
baeab39d-cc55-4f9c-9314-29bbcdae7dde,9.2.4,2000,Leenti,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; ru-ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5"
e11b985b-efe5-420f-9b4d-6ad14655046c,7.6,1999,Yabox,"Mozilla/5.0 (Windows NT 6.1; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.750.0 Safari/534.30"
94ca0169-912f-4afc-8d1e-caddc809fe06,0.6.5,2000,Vimbo,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
a50d77e4-80f6-46f2-95a9-f7cf06b02802,0.26,2008,Aimbu,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
347e37f6-0c20-46bb-a7f2-747bc4686256,8.2.6,2007,Linklinks,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; ar) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
46349055-7d36-4920-a051-a5513af1a0a1,4.69,2007,Browsezoom,"Mozilla/5.0 (Windows NT 6.4; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2225.0 Safari/537.36"
d5822d60-0964-4aeb-b309-e8a47ddb8df4,0.42,2012,Quinu,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:22.0) Gecko/20130328 Firefox/22.0
7e517d9b-155a-4f55-84b2-6447bd610b4b,0.99,1986,Abata,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.60 Safari/537.17"
de9700ea-686a-4593-ac01-65e315bee4ad,0.9.8,2008,Geba,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20130401 Firefox/31.0
03a88fde-63ef-40b1-977e-8866afa260d8,0.5.5,2006,Quatz,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.120 Safari/535.2"
25b1212a-b2f3-47a5-903a-ed2513c1b017,3.6,1992,Tazzy,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3"
631e3236-6ec5-48d9-82d5-131db6aa55a9,2.2.4,2013,Skynoodle,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.21 (KHTML, like Gecko) Chrome/19.0.1041.0 Safari/535.21"
ff80352b-6b0c-4dc6-a3c0-3abb8c3ebbab,0.72,2001,Topiczoom,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.67 Safari/537.36"
17eb4ba0-d7db-4e26-a300-8ffeec0c50ab,5.6,2010,Youopia,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.36 Safari/535.7"
64811521-74cf-4316-87c4-f9d9b72a4eb7,4.8,2010,Mynte,"Mozilla/5.0 (Windows; U; Windows NT 6.0; nb-NO) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
f16c6062-7f5f-4829-be53-b368113a91a8,0.9.9,1985,Omba,"Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5"
caba57f4-aba5-4e22-bde0-5e4dd6ff220f,3.12,1993,Myworks,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.864.0 Safari/535.2"
f8e516b5-343d-4cb3-a389-9ba0885ad6c1,2.91,1985,Fivespan,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36"
87477484-5cf1-44b5-a143-2bc02628a402,8.7,1991,Flashspan,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.812.0 Safari/535.1"
e69fe1f0-7c62-4988-aed2-b0db1ea5df33,4.3,1979,Vinte,"Mozilla/5.0 (Windows; U; Windows NT 6.0; fr-FR) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
ae568095-9038-46c4-8262-0b067c99323f,5.0,2012,Devshare,Mozilla/5.0 (Windows NT 5.1; rv:14.0) Gecko/20120405 Firefox/14.0a1
c39e26a2-290b-4c7b-aa6d-347e33445664,1.0,2003,Voomm,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
ab5be792-2e6c-4e58-94f2-f70d0c530c32,1.1.1,2003,Layo,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
06b02471-ca33-40c6-92be-8d93b1e960ba,6.40,2004,Snaptags,"Mozilla/5.0 (Windows NT 7.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30"
a276e69e-5e8d-4342-8814-cf83832eafc2,0.5.5,1981,Yacero,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.1.16) Gecko/20120421 Gecko Firefox/11.0
89bd0d94-e4e7-41bd-9b46-9a58818e86f5,0.71,2003,Nlounge,"Mozilla/5.0 (Windows; U; Windows NT 6.1; cs-CZ) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
00de7f61-294c-41c1-9a60-4adff4420da6,6.26,2010,Fanoodle,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20130330 Firefox/21.0
ee113d7c-8e6e-4da6-988e-320a01b17397,0.3.5,2010,Zoomdog,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
f5069631-0b56-4a16-b8e4-1bf71ece2cbd,2.2,1994,Kwilith,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1664.3 Safari/537.36"
7163abcb-b0d0-43a9-8c68-72d538f4e64a,0.39,2011,Livetube,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; fr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
e01a5a9f-18f3-40d3-95fa-a005368d1605,0.76,2011,Fivechat,"Mozilla/5.0 (Windows; U; Windows NT 6.1; cs-CZ) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
fedd752e-d830-4f8c-8b7e-9c97d49ae817,0.1.2,1996,Twimm,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.24 Safari/535.1"
8310a4ea-0949-4981-941d-48e9cfccd8b3,0.83,2000,Voonder,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.814.0 Safari/535.1"
23e93464-057f-425e-a378-b36d077063f0,1.9,2003,Oloo,"Mozilla/5.0 (Windows; U; Windows NT 6.1; tr-TR) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
597ad9ec-a4c9-4b7b-80d1-3760ef3dac14,5.3.8,1988,Kamba,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0; en-US) AppleWebKit/534.21 (KHTML, like Gecko) Chrome/11.0.678.0 Safari/534.21"
dc55a302-40d2-4ee9-b3ac-a9206f284a01,7.5.2,2007,Buzzshare,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.1.16) Gecko/20120421 Firefox/11.0
2887f490-bcaa-40fe-88cd-192cb716a2ca,0.93,1990,Mynte,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/4E423F"
b1449e03-6254-443d-a15a-474b0a46141e,1.2,2007,Skyndu,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en) AppleWebKit/526.9 (KHTML, like Gecko) Version/4.0dp1 Safari/526.8"
2a13c4a9-0119-452e-adf6-5a73771b6395,9.8.7,2002,Dabshots,"Chrome/15.0.860.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/15.0.860.0"
1f679a61-51b6-428e-ba69-b6496ea1641b,0.2.3,2006,Jayo,"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.82 Safari/534.16"
ae77eff3-92fa-4222-8447-1a3232179b8d,0.48,1993,Rooxo,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; de-de) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16"
5214f53e-0ec2-4446-86a4-1a107b2335de,0.9.6,1998,Chatterpoint,"Mozilla/5.0 (Macintosh; AMD Mac OS X 10_8_2) AppleWebKit/535.22 (KHTML, like Gecko) Chrome/18.6.872"
c9840e25-1f3a-4a09-bb64-779660bb32be,0.18,2007,Twitterworks,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1"
91a4fad7-057c-44fe-a935-40fcfafc040e,6.14,1999,Yodo,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
be5c333a-b1ca-45cb-b71a-60d01289c3ef,0.2.6,2006,Kazu,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.67 Safari/537.36"
1b061bb7-e496-4e8f-b814-125ba7320a7a,6.6,2001,Meembee,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.04 Chromium/11.0.696.0 Chrome/11.0.696.0 Safari/534.24"
